Gender,Event,Location,Year,Medal,Name,Nationality,Result
W,Shot Put Women,Mexico,1968,B,Nadezhda CHIZHOVA,URS,18.19
W,Shot Put Women,Rome,1960,G,Tamara PRESS,URS,17.32
W,Shot Put Women,Rome,1960,S,Johanna LÃœTTGE,EUA,16.61
W,Shot Put Women,Rome,1960,B,Earlene BROWN,USA,16.42
W,Shot Put Women,Helsinki,1952,G,Galina ZYBINA,URS,15.28
W,Shot Put Women,Helsinki,1952,S,Marianne WERNER,GER,14.57
W,Shot Put Women,Helsinki,1952,B,Klavdiya TOCHENOVA,URS,14.5
W,Shot Put Women,London,2012,G,Valerie ADAMS,NZL,20.7
W,Shot Put Women,London,2012,B,Lijiao GONG,CHN,20.22
W,Shot Put Women,Athens,2004,G,Yumileidi CUMBA,CUB,19.59
W,Shot Put Women,Athens,2004,S,Nadine KLEINERT-SCHMITT,GER,19.55
W,Shot Put Women,Atlanta,1996,G,Astrid KUMBERNUSS,GER,20.56
W,Shot Put Women,Atlanta,1996,S,Xinmei SUI,CHN,19.88
W,Shot Put Women,Atlanta,1996,B,Irina KHUDOROZHKINA,RUS,19.35
W,Shot Put Women,Moscow,1980,G,Ilona SCHOKNECHT-SLUPIANEK,GDR,22.41
W,Shot Put Women,Moscow,1980,S,Esfira DOLCHENKO-KRACHEVSKAYA,URS,21.42
W,Shot Put Women,Moscow,1980,B,Margitta DROESE-PUFE,GDR,21.2
W,Shot Put Women,Munich,1972,G,Nadezhda CHIZHOVA,URS,21.03
W,Shot Put Women,Munich,1972,S,Margitta HELMBOLD-GUMMEL,GDR,20.22
W,Shot Put Women,Munich,1972,B,Ivanka KHRISTOVA,BUL,19.35
W,Shot Put Women,Tokyo,1964,G,Tamara PRESS,URS,18.14
W,Shot Put Women,Tokyo,1964,S,Renate GARISCH-CULMBERGER-BOY,EUA,17.61
W,Shot Put Women,Tokyo,1964,B,Galina ZYBINA,URS,17.45
W,Triple Jump Women,Rio,2016,G,Caterine IBARGUEN,COL,15.17
W,Triple Jump Women,Rio,2016,S,Yulimar ROJAS,VEN,14.98
W,Triple Jump Women,Rio,2016,B,Olga RYPAKOVA,KAZ,14.74
W,Triple Jump Women,Beijing,2008,G,Francoise MBANGO ETONE,CMR,15.39
W,Triple Jump Women,Sydney,2000,G,Tereza MARINOVA,BUL,15.2
W,Triple Jump Women,Sydney,2000,S,Tatyana LEBEDEVA,RUS,15
W,Triple Jump Women,Sydney,2000,B,Olena HOVOROVA,UKR,14.96
W,Triple Jump Women,London,2012,G,Olga RYPAKOVA,KAZ,14.98
W,Triple Jump Women,London,2012,S,Caterine IBARGUEN,COL,14.8
W,Triple Jump Women,London,2012,B,Olga SALADUKHA,UKR,14.79
W,Triple Jump Women,Athens,2004,G,Francoise MBANGO ETONE,CMR,15.3
W,Triple Jump Women,Athens,2004,S,Hrysopiyi DEVETZI,GRE,15.25
W,Triple Jump Women,Athens,2004,B,Tatyana LEBEDEVA,RUS,15.14
W,Triple Jump Women,Atlanta,1996,G,Inessa KRAVETS,UKR,15.33
W,Triple Jump Women,Atlanta,1996,S,Inna LASOVSKAYA,RUS,14.98
W,Triple Jump Women,Atlanta,1996,B,Sarka KASPARKOVA,CZE,14.98
